JarHC Report for jarhc-check 1.0.0-SNAPSHOT
===========================================

JAR Files
---------
List of JAR files found in classpath.

JAR file                                                       | Size    | Classes | Resources | Checksum (SHA-1)                         | Artifact coordinates
                                                               |                                                                             | org.apache.maven:maven-artifact:3.3.9                                       | OK
                                                               |                                                                             | org.apache.maven:maven-builder-support:3.3.9                                | OK
                                                               |                                                                             | com.google.guava:guava:18.0                                                 | OK (version 33.1.0-jre)
                                                               |                                                                             | org.apache.commons:commons-lang3:3.4                                        | OK
guava-33.1.0-jre.jar                                           | com.google.guava:guava:33.1.0-jre                                           | com.google.guava:failureaccess:1.0.2                                        | OK
                                                               |                                                                             | com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava | OK
                                                               |                                                                             | com.google.code.findbugs:jsr305:3.0.2                                       | OK
                                                               |                                                                             | org.checkerframework:checker-qual:3.42.0                                    | OK
                                                               |                                                                             | com.google.errorprone:error_prone_annotations:2.26.1                        | OK
                                                               |                                                                             | com.google.j2objc:j2objc-annotations:3.0.0                                  | Unsatisfied
aws-java-sdk-xray-1.12.228.jar                                 | com.amazonaws:aws-java-sdk-xray:1.12.228                                    | com.amazonaws:aws-java-sdk-core:1.12.228                                    | OK
                                                               |                                                                             | com.amazonaws:jmespath-java:1.12.228                                        | OK
aws-java-sdk-core-1.12.228.jar                                 | com.amazonaws:aws-java-sdk-core:1.12.228                                    | commons-logging:commons-logging:1.1.3                                       | Unsatisfied
                                                               |                                                                             | commons-codec:commons-codec:1.15                                            | OK (version 1.16.1)
                                                               |                                                                             | org.apache.httpcomponents:httpclient:4.5.13                                 | OK (version 4.5.14)
                                                               |                                                                             | software.amazon.ion:ion-java:1.0.2                                          | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-databind:2.12.6.1                        | OK
                                                               |                                                                             | com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.12.6             | OK
                                                               |                                                                             | joda-time:joda-time:2.8.1                                                   | OK (version 2.10.8)
httpclient-4.5.14.jar                                          | org.apache.httpcomponents:httpclient:4.5.14                                 | org.apache.httpcomponents:httpcore:4.4.16                                   | OK
                                                               |                                                                             | commons-logging:commons-logging:1.2                                         | Unsatisfied
                                                               |                                                                             | commons-codec:commons-codec:1.11                                            | OK (version 1.16.1)
maven-model-3.3.9.jar                                          | org.apache.maven:maven-model:3.3.9                                          | org.codehaus.plexus:plexus-utils:3.0.22                                     | OK (version 3.5.1)
                                                               |                                                                             | org.apache.commons:commons-lang3:3.4                                        | OK
maven-repository-metadata-3.3.9.jar                            | org.apache.maven:maven-repository-metadata:3.3.9                            | org.codehaus.plexus:plexus-utils:3.0.22                                     | OK (version 3.5.1)
maven-artifact-3.3.9.jar                                       | org.apache.maven:maven-artifact:3.3.9                                       | org.codehaus.plexus:plexus-utils:3.0.22                                     | OK (version 3.5.1)
                                                               |                                                                             | org.apache.commons:commons-lang3:3.4                                        | OK
maven-builder-support-3.3.9.jar                                | org.apache.maven:maven-builder-support:3.3.9                                | org.codehaus.plexus:plexus-utils:3.0.22                                     | OK (version 3.5.1)
                                                               |                                                                             | org.apache.commons:commons-lang3:3.4                                        | OK
plexus-utils-3.5.1.jar                                         | org.codehaus.plexus:plexus-utils:3.5.1                                      | [none]                                                                      |
commons-codec-1.16.1.jar                                       | commons-codec:commons-codec:1.16.1                                          | [none]                                                                      |
endpoints-spi-2.26.12.jar                                      | software.amazon.awssdk:endpoints-spi:2.26.12                                | software.amazon.awssdk:annotations:2.26.12                                  | OK
checksums-2.26.12.jar                                          | software.amazon.awssdk:checksums:2.26.12                                    | software.amazon.awssdk:annotations:2.26.12                                  | OK
                                                               |                                                                             | software.amazon.awssdk:checksums-spi:2.26.12                                | OK
checksums-spi-2.26.12.jar                                      | software.amazon.awssdk:checksums-spi:2.26.12                                | software.amazon.awssdk:annotations:2.26.12                                  | OK
annotations-2.26.12.jar                                        | software.amazon.awssdk:annotations:2.26.12                                  | [none]                                                                      |
third-party-jackson-core-2.26.12.jar                           | software.amazon.awssdk:third-party-jackson-core:2.26.12                     | [none]                                                                      |
joda-time-2.10.8.jar                                           | joda-time:joda-time:2.10.8                                                  | org.joda:joda-convert:1.9.2 (optional)                                      | Unsatisfied
plexus-component-annotations-1.6.jar                           | org.codehaus.plexus:plexus-component-annotations:1.6                        | [none]                                                                      |
commons-lang3-3.4.jar                                          | org.apache.commons:commons-lang3:3.4                                        | [none]                                                                      |
failureaccess-1.0.2.jar                                        | com.google.guava:failureaccess:1.0.2                                        | [none]                                                                      |
listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar | com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava | [none]                                                                      |
jsr305-3.0.2.jar                                               | com.google.code.findbugs:jsr305:3.0.2                                       | [none]                                                                      |
checker-qual-3.42.0.jar                                        | org.checkerframework:checker-qual:3.42.0                                    | [none]                                                                      |
error_prone_annotations-2.26.1.jar                             | com.google.errorprone:error_prone_annotations:2.26.1                        | [none]                                                                      |
httpcore-4.4.16.jar                                            | org.apache.httpcomponents:httpcore:4.4.16                                   | [none]                                                                      |
jmespath-java-1.12.228.jar                                     | com.amazonaws:jmespath-java:1.12.228                                        | com.fasterxml.jackson.core:jackson-databind:2.12.6.1                        | OK
plexus-interpolation-1.21.jar                                  | org.codehaus.plexus:plexus-interpolation:1.21                               | [none]                                                                      |
reactive-streams-1.0.4.jar                                     | org.reactivestreams:reactive-streams:1.0.4                                  | [none]                                                                      |
eventstream-1.0.1.jar                                          | software.amazon.eventstream:eventstream:1.0.1                               | [none]                                                                      |
ion-java-1.0.2.jar                                             | software.amazon.ion:ion-java:1.0.2                                          | [none]                                                                      |
jackson-annotations-2.12.6.jar                                 | com.fasterxml.jackson.core:jackson-annotations:2.12.6                       | [none]                                                                      |
jackson-core-2.12.6.jar                                        | com.fasterxml.jackson.core:jackson-core:2.12.6                              | [none]                                                                      |
jackson-dataformat-cbor-2.12.6.jar                             | com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.12.6             | com.fasterxml.jackson.core:jackson-databind:2.12.6                          | OK (version 2.12.6.1)
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-annotations:2.12.6 (provided)            | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-core:2.12.6                              | OK
jackson-databind-2.12.6.1.jar                                  | com.fasterxml.jackson.core:jackson-databind:2.12.6.1                        | com.fasterxml.jackson.core:jackson-annotations:2.12.6                       | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-core:2.12.6                              | OK

Packages
--------
List of packages per JAR file.

JAR file                              | Count | Packages                                                         | Issues
--------------------------------------+-------+------------------------------------------------------------------+-------------------------------------------------------------
aether-api-1.1.0.jar                  | 11    | org.eclipse.aether                                               |
                                      |       | org.eclipse.aether.artifact                                      |
                                      |       | org.eclipse.aether.collection                                    |
                                      |       | org.eclipse.aether.deployment                                    |
                                      |       | org.eclipse.aether.graph                                         |
                                      |       | org.eclipse.aether.installation                                  |
                                      |       | org.eclipse.aether.metadata                                      |
                                      |       | org.eclipse.aether.repository                                    |
                                      |       | org.eclipse.aether.resolution                                    |
                                      |       | org.eclipse.aether.transfer                                      |
                                      |       | org.eclipse.aether.version                                       |
aether-connector-basic-1.1.0.jar      | 1     | org.eclipse.aether.connector.basic                               |
aether-impl-1.1.0.jar                 | 4     | org.eclipse.aether.impl (+1 subpackage)                          |
                                      |       | org.eclipse.aether.internal.impl (+1 subpackage)                 |
aether-spi-1.1.0.jar                  | 8     | org.eclipse.aether.spi.* (8 subpackages)                         |
aether-transport-file-1.1.0.jar       | 1     | org.eclipse.aether.transport.file                                |
aether-transport-http-1.1.0.jar       | 1     | org.eclipse.aether.transport.http                                |
aether-util-1.1.0.jar                 | 13    | org.eclipse.aether.util (+12 subpackages)                        |
annotations-2.26.12.jar               | 1     | software.amazon.awssdk.annotations                               |
arns-2.26.12.jar                      | 1     | software.amazon.awssdk.arns                                      |
asm-9.7.jar                           | 2     | org.objectweb.asm (+1 subpackage)                                |
auth-2.26.12.jar                      | 12    | software.amazon.awssdk.auth.* (12 subpackages)                   |
aws-core-2.26.12.jar                  | 21    | software.amazon.awssdk.awscore (+20 subpackages)                 |
aws-java-sdk-core-1.12.228.jar        | 66    | com.amazonaws                                                    |
                                      |       | com.amazonaws.adapters.types                                     |
                                      |       | com.amazonaws.annotation                                         |
                                      |       | com.amazonaws.arn                                                |
                                      |       | com.amazonaws.auth (+8 subpackages)                              |
                                      |       | com.amazonaws.cache                                              |
                                      |       | com.amazonaws.client (+1 subpackage)                             |
                                      |       | com.amazonaws.endpointdiscovery                                  |
                                      |       | com.amazonaws.event (+1 subpackage)                              |
                                      |       | com.amazonaws.handlers                                           |
                                      |       | com.amazonaws.http (+17 subpackages)                             |
                                      |       | com.amazonaws.internal (+3 subpackages)                          |
                                      |       | com.amazonaws.jmx (+1 subpackage)                                |
                                      |       | com.amazonaws.log                                                |
                                      |       | com.amazonaws.metrics (+1 subpackage)                            |
                                      |       | com.amazonaws.monitoring (+1 subpackage)                         |
                                      |       | com.amazonaws.partitions (+1 subpackage)                         |
                                      |       | com.amazonaws.profile.path (+2 subpackages)                      |
                                      |       | com.amazonaws.protocol (+2 subpackages)                          |
                                      |       | com.amazonaws.regions                                            |
                                      |       | com.amazonaws.retry (+2 subpackages)                             |
                                      |       | com.amazonaws.transform                                          |
                                      |       | com.amazonaws.util (+2 subpackages)                              |
                                      |       | com.amazonaws.waiters                                            |
aws-java-sdk-xray-1.12.228.jar        | 3     | com.amazonaws.services.xray (+2 subpackages)                     |
aws-json-protocol-2.26.12.jar         | 5     | software.amazon.awssdk.protocols.json (+4 subpackages)           |
aws-lambda-java-core-1.2.3.jar        | 2     | com.amazonaws.services.lambda.runtime                            |
                                      |       | com.amazonaws.services.lambda.runtime.logging                    |
aws-lambda-java-events-3.11.6.jar     | 5     | com.amazonaws.services.lambda.runtime.events (+4 subpackages)    |
aws-query-protocol-2.26.12.jar        | 4     | software.amazon.awssdk.protocols.query (+3 subpackages)          |
aws-xml-protocol-2.26.12.jar          | 3     | software.amazon.awssdk.protocols.xml (+2 subpackages)            |
aws-xray-recorder-sdk-core-2.16.0.jar | 21    | com.amazonaws.xray (+20 subpackages)                             |
checker-qual-3.42.0.jar               | 30    | org.checkerframework.* (30 subpackages)                          |
checksums-2.26.12.jar                 | 1     | software.amazon.awssdk.checksums                                 |
checksums-spi-2.26.12.jar             | 1     | software.amazon.awssdk.checksums.spi                             |
commons-codec-1.16.1.jar              | 7     | org.apache.commons.codec (+6 subpackages)                        |
commons-lang3-3.4.jar                 | 12    | org.apache.commons.lang3 (+11 subpackages)                       |
crt-core-2.26.12.jar                  | 1     | software.amazon.awssdk.crtcore                                   |
endpoints-spi-2.26.12.jar             | 1     | software.amazon.awssdk.endpoints                                 |
error_prone_annotations-2.26.1.jar    | 2     | com.google.errorprone.annotations (+1 subpackage)                |
eventstream-1.0.1.jar                 | 1     | software.amazon.eventstream                                      |
failureaccess-1.0.2.jar               | 1     | com.google.common.util.concurrent.internal                       |
guava-33.1.0-jre.jar                  | 18    | com.google.common.annotations                                    |
                                      |       | com.google.common.base (+1 subpackage)                           |
                                      |       | com.google.common.cache                                          |
                                      |       | com.google.common.collect                                        |
                                      |       | com.google.common.escape                                         |
                                      |       | com.google.common.eventbus                                       |
                                      |       | com.google.common.graph                                          |
                                      |       | com.google.common.hash                                           |
                                      |       | com.google.common.html                                           |
                                      |       | com.google.common.io                                             |
                                      |       | com.google.common.math                                           |
                                      |       | com.google.common.net                                            |
                                      |       | com.google.common.primitives                                     |
                                      |       | com.google.common.reflect                                        |
                                      |       | com.google.common.util.concurrent                                |
                                      |       | com.google.common.xml                                            |
                                      |       | com.google.thirdparty.publicsuffix                               |
http-auth-2.26.12.jar                 | 4     | software.amazon.awssdk.http.auth.internal.* (2 subpackages)      |
                                      |       | software.amazon.awssdk.http.auth.scheme                          |
                                      |       | software.amazon.awssdk.http.auth.signer                          |
http-auth-aws-2.26.12.jar             | 13    | software.amazon.awssdk.http.auth.aws.* (13 subpackages)          |
http-auth-spi-2.26.12.jar             | 4     | software.amazon.awssdk.http.auth.spi.* (4 subpackages)           |
http-client-spi-2.26.12.jar           | 3     | software.amazon.awssdk.http                                      |
                                      |       | software.amazon.awssdk.http.async                                |
                                      |       | software.amazon.awssdk.internal.http                             |
httpclient-4.5.14.jar                 | 24    | org.apache.http.auth (+1 subpackage)                             |
                                      |       | org.apache.http.client (+6 subpackages)                          |
                                      |       | org.apache.http.conn (+6 subpackages)                            |
                                      |       | org.apache.http.cookie (+1 subpackage)                           |
                                      |       | org.apache.http.impl.auth                                        |
                                      |       | org.apache.http.impl.client                                      |
                                      |       | org.apache.http.impl.conn (+1 subpackage)                        |
                                      |       | org.apache.http.impl.cookie                                      |
                                      |       | org.apache.http.impl.execchain                                   |
httpcore-4.4.16.jar                   | 17    | org.apache.http                                                  |
                                      |       | org.apache.http.annotation                                       |
                                      |       | org.apache.http.concurrent                                       |
                                      |       | org.apache.http.config                                           |
                                      |       | org.apache.http.entity                                           |
                                      |       | org.apache.http.impl                                             |
                                      |       | org.apache.http.impl.bootstrap                                   |
                                      |       | org.apache.http.impl.entity                                      |
                                      |       | org.apache.http.impl.io                                          |
                                      |       | org.apache.http.impl.pool                                        |
                                      |       | org.apache.http.io                                               |
                                      |       | org.apache.http.message                                          |
                                      |       | org.apache.http.params                                           |
                                      |       | org.apache.http.pool                                             |
                                      |       | org.apache.http.protocol                                         |
                                      |       | org.apache.http.ssl                                              |
                                      |       | org.apache.http.util                                             |
identity-spi-2.26.12.jar              | 2     | software.amazon.awssdk.identity.spi (+1 subpackage)              |
ion-java-1.0.2.jar                    | 8     | software.amazon.ion (+7 subpackages)                             |
jackson-annotations-2.12.6.jar        | 1     | com.fasterxml.jackson.annotation                                 |
jackson-core-2.12.6.jar               | 12    | com.fasterxml.jackson.core (+11 subpackages)                     |
jackson-databind-2.12.6.1.jar         | 22    | com.fasterxml.jackson.databind (+21 subpackages)                 |
jackson-dataformat-cbor-2.12.6.jar    | 2     | com.fasterxml.jackson.dataformat.cbor (+1 subpackage)            |
jarhc-2.2.0.jar                       | 18    | org.jarhc                                                        |
                                      |       | org.jarhc.analyzer                                               |
                                      |       | org.jarhc.app                                                    |
                                      |       | org.jarhc.artifacts                                              |
                                      |       | org.jarhc.env                                                    |
                                      |       | org.jarhc.inject                                                 |
                                      |       | org.jarhc.java                                                   |
                                      |       | org.jarhc.loader (+1 subpackage)                                 |
                                      |       | org.jarhc.model                                                  |
                                      |       | org.jarhc.pom                                                    |
                                      |       | org.jarhc.report (+5 subpackages)                                |
                                      |       | org.jarhc.utils                                                  |
jarhc-check-1.0.0-SNAPSHOT.jar        | 1     | org.jarhc.online.jarhc                                           |
jcl-over-slf4j-2.0.13.jar             | 2     | org.apache.commons.logging (+1 subpackage)                       |
jmespath-java-1.12.228.jar            | 1     | com.amazonaws.jmespath                                           |
joda-time-2.10.8.jar                  | 7     | org.joda.time (+6 subpackages)                                   |
json-20240303.jar                     | 1     | org.json                                                         |
json-utils-2.26.12.jar                | 2     | software.amazon.awssdk.protocols.jsoncore (+1 subpackage)        |
jsr305-3.0.2.jar                      | 3     | javax.annotation (+2 subpackages)                                |
jul-to-slf4j-2.0.13.jar               | 1     | org.slf4j.bridge                                                 |
lambda-2.26.12.jar                    | 13    | software.amazon.awssdk.services.lambda (+12 subpackages)         |
maven-aether-provider-3.3.9.jar       | 1     | org.apache.maven.repository.internal                             |
maven-artifact-3.3.9.jar              | 11    | org.apache.maven.artifact                                        | Split Package: org.apache.maven.artifact.repository.metadata
                                      |       | org.apache.maven.artifact.handler                                |
                                      |       | org.apache.maven.artifact.metadata                               |
                                      |       | org.apache.maven.artifact.repository                             |
                                      |       | org.apache.maven.artifact.repository.layout                      |
                                      |       | org.apache.maven.artifact.repository.metadata                    |
                                      |       | org.apache.maven.artifact.resolver (+1 subpackage)               |
                                      |       | org.apache.maven.artifact.versioning                             |
                                      |       | org.apache.maven.repository                                      |
                                      |       | org.apache.maven.repository.legacy.metadata                      |
maven-builder-support-3.3.9.jar       | 1     | org.apache.maven.building                                        |
maven-model-3.3.9.jar                 | 3     | org.apache.maven.model                                           | Split Package: org.apache.maven.model.merge
                                      |       | org.apache.maven.model.io.xpp3                                   |
                                      |       | org.apache.maven.model.merge                                     |
maven-model-builder-3.3.9.jar         | 16    | org.apache.maven.model.building                                  | Split Package: org.apache.maven.model.merge
                                      |       | org.apache.maven.model.composition                               |
                                      |       | org.apache.maven.model.inheritance                               |
                                      |       | org.apache.maven.model.interpolation                             |
                                      |       | org.apache.maven.model.io                                        |
                                      |       | org.apache.maven.model.locator                                   |
                                      |       | org.apache.maven.model.management                                |
                                      |       | org.apache.maven.model.merge                                     |
                                      |       | org.apache.maven.model.normalization                             |
                                      |       | org.apache.maven.model.path                                      |
                                      |       | org.apache.maven.model.plugin                                    |
                                      |       | org.apache.maven.model.profile (+1 subpackage)                   |
                                      |       | org.apache.maven.model.resolution                                |
                                      |       | org.apache.maven.model.superpom                                  |
                                      |       | org.apache.maven.model.validation                                |
maven-repository-metadata-3.3.9.jar   | 2     | org.apache.maven.artifact.repository.metadata                    | Split Package: org.apache.maven.artifact.repository.metadata
                                      |       | org.apache.maven.artifact.repository.metadata.io.xpp3            |
metrics-spi-2.26.12.jar               | 2     | software.amazon.awssdk.metrics (+1 subpackage)                   |
plexus-component-annotations-1.6.jar  | 1     | org.codehaus.plexus.component.annotations                        |
plexus-interpolation-1.21.jar         | 6     | org.codehaus.plexus.interpolation (+5 subpackages)               |
plexus-utils-3.5.1.jar                | 9     | org.codehaus.plexus.util (+8 subpackages)                        |
profiles-2.26.12.jar                  | 2     | software.amazon.awssdk.profiles (+1 subpackage)                  |
protocol-core-2.26.12.jar             | 1     | software.amazon.awssdk.protocols.core                            |
reactive-streams-1.0.4.jar            | 1     | org.reactivestreams                                              |
regions-2.26.12.jar                   | 8     | software.amazon.awssdk.regions (+7 subpackages)                  |
retries-2.26.12.jar                   | 4     | software.amazon.awssdk.retries                                   |
                                      |       | software.amazon.awssdk.retries.internal (+2 subpackages)         |
retries-spi-2.26.12.jar               | 3     | software.amazon.awssdk.retries.api (+2 subpackages)              |
s3-2.26.12.jar                        | 33    | software.amazon.awssdk.services.s3 (+32 subpackages)             |
sdk-core-2.26.12.jar                  | 58    | software.amazon.awssdk.core (+57 subpackages)                    |
shared-1.0.0-SNAPSHOT.jar             | 2     | org.jarhc.online                                                 |
                                      |       | org.jarhc.online.clients                                         |
slf4j-api-2.0.13.jar                  | 4     | org.slf4j                                                        |
                                      |       | org.slf4j.event                                                  |
                                      |       | org.slf4j.helpers                                                |
                                      |       | org.slf4j.spi                                                    |
slf4j-simple-2.0.13.jar               | 1     | org.slf4j.simple                                                 |
third-party-jackson-core-2.26.12.jar  | 14    | software.amazon.awssdk.thirdparty.jackson.core (+13 subpackages) |
url-connection-client-2.26.12.jar     | 1     | software.amazon.awssdk.http.urlconnection                        |
utils-2.26.12.jar                     | 9     | software.amazon.awssdk.utils (+8 subpackages)                    |

Duplicate Classes
-----------------
Duplicate classes, shadowed classes, and duplicate resources.

Class/Resource | Sources                          | Similarity
---------------+----------------------------------+-----------
about.html     | aether-api-1.1.0.jar             | Exact copy
               | aether-connector-basic-1.1.0.jar |
               | aether-impl-1.1.0.jar            |
               | aether-spi-1.1.0.jar             |
               | aether-transport-file-1.1.0.jar  |
               | aether-transport-http-1.1.0.jar  |
               | aether-util-1.1.0.jar            |

Binary Compatibility
--------------------
Compatibility issues between JAR files.

JAR file                              | Issues
--------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------
aether-transport-http-1.1.0.jar       | org.eclipse.aether.transport.http.HttpTransporterFactory
                                      | • Annotation not found: javax.inject.Inject (package not found)
                                      | • Annotation not found: javax.inject.Named (package not found)
s3-2.26.12.jar                        | software.amazon.awssdk.services.s3.internal.crt.CrtChecksumUtils
                                      | • Class not found: software.amazon.awssdk.crt.s3.ChecksumAlgorithm (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.ChecksumConfig (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.ChecksumConfig$ChecksumLocation (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestOptions$MetaRequestType (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.CrtCredentialsProviderAdapter
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.Credentials (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.CredentialsProvider (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.DelegateCredentialsHandler (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.DelegateCredentialsProvider$DelegateCredentialsProviderBuilder (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.DefaultS3CrtAsyncClient
                                      | • Class not found: software.amazon.awssdk.crt.io.ExponentialBackoffRetryOptions (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.io.StandardRetryOptions (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3CrtAsyncHttpClient
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.CredentialsProvider (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.auth.signing.AwsSigningConfig (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.auth.signing.AwsSigningConfig$AwsSigningAlgorithm (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpHeader (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpProxyEnvironmentVariableSetting (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpProxyEnvironmentVariableSetting$HttpProxyEnvironmentVariableType (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpRequest (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpRequestBodyStream (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.io.ClientBootstrap (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.io.StandardRetryOptions (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.io.TlsContext (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.ChecksumConfig (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.ResumeToken (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3Client (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3ClientOptions (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequest (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestOptions (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestOptions$MetaRequestType (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestResponseHandler (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3CrtRequestBodyStreamAdapter
                                      | • Interface not found: software.amazon.awssdk.crt.http.HttpRequestBodyStream
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpRequestBodyStream (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3CrtResponseHandlerAdapter
                                      | • Interface not found: software.amazon.awssdk.crt.s3.S3MetaRequestResponseHandler
                                      | • Class not found: software.amazon.awssdk.crt.CRT (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpHeader (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3FinishedResponseContext (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestProgress (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequestResponseHandler (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3InternalSdkHttpExecutionAttribute
                                      | • Class not found: software.amazon.awssdk.crt.s3.ResumeToken (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3MetaRequestPauseObservable
                                      | • Class not found: software.amazon.awssdk.crt.s3.ResumeToken (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3MetaRequestWrapper
                                      | • Class not found: software.amazon.awssdk.crt.s3.ResumeToken (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.s3.S3MetaRequest (package not found)
                                      |
                                      | software.amazon.awssdk.services.s3.internal.crt.S3NativeClientConfiguration
                                      | • Class not found: software.amazon.awssdk.crt.auth.credentials.CredentialsProvider (package not found)
                                      | • Class not found: software.amazon.awssdk.crt.http.HttpMonitoringOptions (package not found)
